date,crop,zone,price,quantity_sold_kg
2026-08-10,Capsicum,Zone A,52.18,70.3
2026-08-10,Capsicum,Zone B,50.32,97.7
2026-08-10,Cauliflower,Zone A,36.87,66.0
2026-08-10,Cauliflower,Zone B,37.4,75.2
2026-08-10,Chilli,Zone A,64.65,64.3
2026-08-10,Chilli,Zone B,64.38,66.2
2026-08-10,Grapes,Zone A,135.25,94.5
2026-08-10,Grapes,Zone B,140.5,33.1
2026-08-10,Apple,Zone A,128.76,52.8
2026-08-10,Apple,Zone B,128.57,92.4
2026-08-10,Banana,Zone A,42.8,42.2
2026-08-10,Banana,Zone B,45.04,82.1
2026-08-10,Strawberry,Zone A,222.08,92.1
2026-08-10,Strawberry,Zone B,220.67,77.9
2026-08-11,Tomato,Zone A,25.21,64.9
2026-08-11,Tomato,Zone B,26.1,85.9
2026-08-11,Onion,Zone A,58.94,76.8
2026-08-11,Onion,Zone B,59.03,61.6
2026-08-11,Potato,Zone A,34.13,87.4
2026-08-11,Potato,Zone B,32.28,31.5
2026-08-11,Garlic,Zone A,199.44,78.5
2026-08-11,Garlic,Zone B,199.85,91.8
2026-08-11,Ginger,Zone A,121.94,85.6
2026-08-11,Ginger,Zone B,116.82,63.2
2026-08-11,Capsicum,Zone A,52.78,56.1
2026-08-11,Capsicum,Zone B,49.4,21.2
2026-08-11,Cauliflower,Zone A,36.7,43.9
2026-08-11,Cauliflower,Zone B,37.83,94.0
2026-08-11,Chilli,Zone A,73.84,83.6
2026-08-11,Chilli,Zone B,70.47,59.7
2026-08-11,Grapes,Zone A,145.99,51.3
2026-08-11,Grapes,Zone B,146.0,26.6
2026-08-11,Apple,Zone A,130.26,36.8
2026-08-11,Apple,Zone B,128.87,80.2
2026-08-11,Banana,Zone A,45.13,26.6
2026-08-11,Banana,Zone B,45.62,98.9
2026-08-11,Strawberry,Zone A,225.4,42.0
2026-08-11,Strawberry,Zone B,232.19,66.1
2026-08-12,Tomato,Zone A,25.54,83.6
2026-08-12,Tomato,Zone B,26.88,89.3
2026-08-12,Onion,Zone A,59.69,87.7
2026-08-12,Onion,Zone B,60.93,55.6
2026-08-12,Potato,Zone A,31.31,31.8
2026-08-12,Potato,Zone B,32.55,94.0
2026-08-12,Garlic,Zone A,198.2,83.1
2026-08-12,Garlic,Zone B,196.07,86.3
2026-08-12,Ginger,Zone A,109.18,80.1
2026-08-12,Ginger,Zone B,111.36,57.2
2026-08-12,Capsicum,Zone A,53.11,73.5
2026-08-12,Capsicum,Zone B,50.72,73.9
2026-08-12,Cauliflower,Zone A,35.3,29.7
2026-08-12,Cauliflower,Zone B,33.9,66.8
2026-08-12,Chilli,Zone A,65.69,62.6
2026-08-12,Chilli,Zone B,65.15,98.8
2026-08-12,Grapes,Zone A,134.82,45.2
2026-08-12,Grapes,Zone B,129.22,77.9
2026-08-12,Apple,Zone A,109.45,62.5
2026-08-12,Apple,Zone B,116.41,83.8
2026-08-12,Banana,Zone A,47.41,23.4
2026-08-12,Banana,Zone B,45.96,90.3
2026-08-12,Strawberry,Zone A,221.52,36.5
2026-08-12,Strawberry,Zone B,210.28,47.5
2026-08-13,Tomato,Zone A,26.38,59.7
2026-08-13,Tomato,Zone B,25.54,52.2
2026-08-13,Onion,Zone A,57.96,75.2
2026-08-13,Onion,Zone B,60.03,68.0
2026-08-13,Potato,Zone A,30.86,39.4
2026-08-13,Potato,Zone B,31.89,76.3
2026-08-13,Garlic,Zone A,204.78,98.0
2026-08-13,Garlic,Zone B,211.83,87.3
2026-08-13,Ginger,Zone A,110.06,96.5
2026-08-13,Ginger,Zone B,110.8,39.7
2026-08-13,Capsicum,Zone A,52.68,85.6
2026-08-13,Capsicum,Zone B,50.14,59.0
2026-08-13,Cauliflower,Zone A,35.18,90.2
2026-08-13,Cauliflower,Zone B,34.48,43.2
2026-08-13,Chilli,Zone A,68.54,23.4
2026-08-13,Chilli,Zone B,65.59,60.6
2026-08-13,Grapes,Zone A,131.63,56.6
2026-08-13,Grapes,Zone B,135.52,63.6
2026-08-13,Apple,Zone A,124.58,50.3
2026-08-13,Apple,Zone B,117.16,93.1
2026-08-13,Banana,Zone A,44.15,50.2
2026-08-13,Banana,Zone B,43.21,25.5
2026-08-13,Strawberry,Zone A,230.74,22.8
2026-08-13,Strawberry,Zone B,225.03,99.9
2026-08-14,Tomato,Zone A,25.74,70.8
2026-08-14,Tomato,Zone B,24.26,62.8
2026-08-14,Onion,Zone A,61.09,52.8
2026-08-14,Onion,Zone B,58.0,98.0
2026-08-14,Potato,Zone A,32.32,73.5
2026-08-14,Potato,Zone B,33.69,30.8
2026-08-14,Garlic,Zone A,206.89,31.4
2026-08-14,Garlic,Zone B,213.98,53.8
2026-08-14,Ginger,Zone A,120.39,28.2
2026-08-14,Ginger,Zone B,121.59,74.1
2026-08-14,Capsicum,Zone A,49.74,66.3
2026-08-14,Capsicum,Zone B,49.99,83.5
2026-08-14,Cauliflower,Zone A,40.3,66.0
2026-08-14,Cauliflower,Zone B,38.6,59.6
2026-08-14,Chilli,Zone A,67.47,93.4
2026-08-14,Chilli,Zone B,68.02,70.1
2026-08-14,Grapes,Zone A,136.1,33.9
2026-08-14,Grapes,Zone B,141.79,81.1
2026-08-14,Apple,Zone A,119.84,56.3
2026-08-14,Apple,Zone B,116.57,45.6
2026-08-14,Banana,Zone A,45.61,76.6
2026-08-14,Banana,Zone B,48.32,81.4
2026-08-14,Strawberry,Zone A,233.47,30.9
2026-08-14,Strawberry,Zone B,226.19,56.3
2026-08-15,Tomato,Zone A,25.54,97.4
2026-08-15,Tomato,Zone B,27.2,96.8
2026-08-15,Onion,Zone A,62.02,80.6
2026-08-15,Onion,Zone B,62.26,85.7
2026-08-15,Potato,Zone A,33.32,22.8
2026-08-15,Potato,Zone B,32.12,36.7
2026-08-15,Garlic,Zone A,200.49,25.2
2026-08-15,Garlic,Zone B,200.02,63.9
2026-08-15,Ginger,Zone A,113.68,96.9
2026-08-15,Ginger,Zone B,109.0,38.7
2026-08-15,Capsicum,Zone A,50.27,56.0
2026-08-15,Capsicum,Zone B,50.54,27.5
2026-08-15,Cauliflower,Zone A,39.13,69.8
2026-08-15,Cauliflower,Zone B,37.6,96.1
2026-08-15,Chilli,Zone A,67.08,89.9
2026-08-15,Chilli,Zone B,67.83,34.9
2026-08-15,Grapes,Zone A,125.52,41.2
2026-08-15,Grapes,Zone B,125.86,23.2
2026-08-15,Apple,Zone A,119.86,33.6
2026-08-15,Apple,Zone B,121.9,91.6
2026-08-15,Banana,Zone A,46.32,48.5
2026-08-15,Banana,Zone B,45.36,20.6
2026-08-15,Strawberry,Zone A,226.16,24.5
2026-08-15,Strawberry,Zone B,237.85,75.2
2026-08-16,Tomato,Zone A,25.87,65.2
2026-08-16,Tomato,Zone B,25.64,49.7
2026-08-16,Onion,Zone A,60.38,71.5
2026-08-16,Onion,Zone B,56.71,58.6
2026-08-16,Potato,Zone A,30.81,70.7
2026-08-16,Potato,Zone B,30.93,80.1
2026-08-16,Garlic,Zone A,200.85,67.0
2026-08-16,Garlic,Zone B,205.2,58.0
2026-08-16,Ginger,Zone A,121.42,89.2
2026-08-16,Ginger,Zone B,117.59,36.4
2026-08-16,Capsicum,Zone A,45.82,59.7
2026-08-16,Capsicum,Zone B,46.66,31.5
2026-08-16,Cauliflower,Zone A,35.56,91.2
2026-08-16,Cauliflower,Zone B,36.66,37.1
2026-08-16,Chilli,Zone A,65.73,86.3
2026-08-16,Chilli,Zone B,65.43,35.4
2026-08-16,Grapes,Zone A,134.18,75.0
2026-08-16,Grapes,Zone B,131.84,58.0
2026-08-16,Apple,Zone A,114.93,75.6
2026-08-16,Apple,Zone B,112.8,94.7
2026-08-16,Banana,Zone A,41.82,67.6
2026-08-16,Banana,Zone B,44.4,38.9
2026-08-16,Strawberry,Zone A,237.51,30.8
2026-08-16,Strawberry,Zone B,240.52,35.7
2026-08-17,Tomato,Zone A,27.01,20.8
2026-08-17,Tomato,Zone B,26.76,68.4
2026-08-17,Onion,Zone A,50.34,39.5
2026-08-17,Onion,Zone B,51.33,83.8
2026-08-17,Potato,Zone A,32.31,56.9
2026-08-17,Potato,Zone B,33.89,27.2
2026-08-17,Garlic,Zone A,200.34,56.1
2026-08-17,Garlic,Zone B,202.43,28.7
2026-08-17,Ginger,Zone A,112.15,23.3
2026-08-17,Ginger,Zone B,113.31,90.8
2026-08-17,Capsicum,Zone A,51.22,34.9
2026-08-17,Capsicum,Zone B,49.29,85.9
2026-08-17,Cauliflower,Zone A,37.63,81.9
2026-08-17,Cauliflower,Zone B,37.11,83.4
2026-08-17,Chilli,Zone A,71.93,33.4
2026-08-17,Chilli,Zone B,76.06,97.2
2026-08-17,Grapes,Zone A,131.52,40.5
2026-08-17,Grapes,Zone B,134.13,24.3
2026-08-17,Apple,Zone A,138.01,80.8
2026-08-17,Apple,Zone B,132.29,82.9
2026-08-17,Banana,Zone A,45.63,31.5
2026-08-17,Banana,Zone B,47.36,21.2
2026-08-17,Strawberry,Zone A,214.32,67.0
2026-08-17,Strawberry,Zone B,223.8,31.4
2026-08-18,Tomato,Zone A,26.84,78.4
2026-08-18,Tomato,Zone B,26.1,44.4
2026-08-18,Onion,Zone A,60.57,58.0
2026-08-18,Onion,Zone B,57.65,69.4
2026-08-18,Potato,Zone A,29.03,71.3
2026-08-18,Potato,Zone B,29.44,27.5
2026-08-18,Garlic,Zone A,213.03,26.3
2026-08-18,Garlic,Zone B,212.95,85.5
2026-08-18,Ginger,Zone A,112.03,97.7
2026-08-18,Ginger,Zone B,113.05,95.8
2026-08-18,Capsicum,Zone A,52.02,63.2
2026-08-18,Capsicum,Zone B,50.98,23.0
2026-08-18,Cauliflower,Zone A,35.35,28.8
2026-08-18,Cauliflower,Zone B,36.41,63.0
2026-08-18,Chilli,Zone A,70.99,84.4
2026-08-18,Chilli,Zone B,73.63,52.4
2026-08-18,Grapes,Zone A,140.71,68.5
2026-08-18,Grapes,Zone B,143.57,53.1
2026-08-18,Apple,Zone A,122.57,90.3
2026-08-18,Apple,Zone B,128.02,74.0
2026-08-18,Banana,Zone A,43.19,99.9
2026-08-18,Banana,Zone B,44.73,60.0
2026-08-18,Strawberry,Zone A,215.93,21.9
2026-08-18,Strawberry,Zone B,221.01,55.1
2026-08-19,Tomato,Zone A,26.61,98.1
2026-08-19,Tomato,Zone B,24.83,22.6
2026-08-19,Onion,Zone A,55.88,30.5
2026-08-19,Onion,Zone B,54.1,23.5
2026-08-19,Potato,Zone A,31.35,81.1
2026-08-19,Potato,Zone B,31.83,81.5
2026-08-19,Garlic,Zone A,209.04,68.6
2026-08-19,Garlic,Zone B,218.1,30.2
2026-08-19,Ginger,Zone A,105.56,38.4
2026-08-19,Ginger,Zone B,107.4,60.8
2026-08-19,Capsicum,Zone A,49.88,23.1
2026-08-19,Capsicum,Zone B,46.84,37.9
2026-08-19,Cauliflower,Zone A,40.0,41.9
2026-08-19,Cauliflower,Zone B,39.29,77.2
2026-08-19,Chilli,Zone A,61.16,33.3
2026-08-19,Chilli,Zone B,64.59,59.3
2026-08-19,Grapes,Zone A,143.01,21.2
2026-08-19,Grapes,Zone B,151.89,20.1
2026-08-19,Apple,Zone A,114.54,24.9
2026-08-19,Apple,Zone B,112.67,61.5
2026-08-19,Banana,Zone A,43.14,77.1
2026-08-19,Banana,Zone B,43.53,39.1
2026-08-19,Strawberry,Zone A,202.65,61.3
2026-08-19,Strawberry,Zone B,212.22,82.3
2026-08-20,Tomato,Zone A,26.18,29.5
2026-08-20,Tomato,Zone B,27.64,21.9
2026-08-20,Onion,Zone A,62.04,50.8
2026-08-20,Onion,Zone B,61.57,70.2
2026-08-20,Potato,Zone A,31.9,59.6
2026-08-20,Potato,Zone B,33.99,79.4
2026-08-20,Garlic,Zone A,203.14,81.9
2026-08-20,Garlic,Zone B,206.3,79.2
2026-08-20,Ginger,Zone A,113.59,63.3
2026-08-20,Ginger,Zone B,116.76,44.0
2026-08-20,Capsicum,Zone A,55.86,95.4
2026-08-20,Capsicum,Zone B,55.49,63.8
2026-08-20,Cauliflower,Zone A,36.66,39.6
2026-08-20,Cauliflower,Zone B,36.04,93.7
2026-08-20,Chilli,Zone A,74.96,61.2
2026-08-20,Chilli,Zone B,73.29,39.9
2026-08-20,Grapes,Zone A,124.95,86.8
2026-08-20,Grapes,Zone B,133.79,26.6
2026-08-20,Apple,Zone A,118.17,45.5
2026-08-20,Apple,Zone B,116.15,64.4
2026-08-20,Banana,Zone A,43.56,60.1
2026-08-20,Banana,Zone B,45.33,97.0
2026-08-20,Strawberry,Zone A,226.38,35.1
2026-08-20,Strawberry,Zone B,213.93,87.8
2026-08-21,Tomato,Zone A,22.8,45.9
2026-08-21,Tomato,Zone B,22.57,53.0
2026-08-21,Onion,Zone A,51.28,95.5
2026-08-21,Onion,Zone B,52.47,40.0
2026-08-21,Potato,Zone A,32.18,89.1
2026-08-21,Potato,Zone B,31.49,31.9
2026-08-21,Garlic,Zone A,179.16,31.0
2026-08-21,Garlic,Zone B,191.38,77.7
2026-08-21,Ginger,Zone A,120.03,63.1
2026-08-21,Ginger,Zone B,114.22,60.6
2026-08-21,Capsicum,Zone A,54.02,61.1
2026-08-21,Capsicum,Zone B,53.78,81.4
2026-08-21,Cauliflower,Zone A,39.18,91.3
2026-08-21,Cauliflower,Zone B,39.15,62.5
2026-08-21,Chilli,Zone A,66.39,41.0
2026-08-21,Chilli,Zone B,67.79,30.9
2026-08-21,Grapes,Zone A,135.84,71.0
2026-08-21,Grapes,Zone B,128.27,44.9
2026-08-21,Apple,Zone A,130.92,99.7
2026-08-21,Apple,Zone B,128.73,43.6
2026-08-21,Banana,Zone A,42.06,81.7
2026-08-21,Banana,Zone B,45.03,64.1
2026-08-21,Strawberry,Zone A,219.81,74.9
2026-08-21,Strawberry,Zone B,226.63,70.3
2026-08-22,Tomato,Zone A,27.14,47.7
2026-08-22,Tomato,Zone B,25.14,73.2
2026-08-22,Onion,Zone A,57.94,22.5
2026-08-22,Onion,Zone B,59.61,33.8
2026-08-22,Potato,Zone A,28.86,21.9
2026-08-22,Potato,Zone B,28.06,64.9
2026-08-22,Garlic,Zone A,200.05,22.4
2026-08-22,Garlic,Zone B,204.3,79.7
2026-08-22,Ginger,Zone A,110.79,30.2
2026-08-22,Ginger,Zone B,108.67,94.0
2026-08-22,Capsicum,Zone A,48.83,30.0
2026-08-22,Capsicum,Zone B,50.03,41.2
2026-08-22,Cauliflower,Zone A,37.31,59.8
2026-08-22,Cauliflower,Zone B,37.48,80.1
2026-08-22,Chilli,Zone A,67.37,91.3
2026-08-22,Chilli,Zone B,67.89,80.3
2026-08-22,Grapes,Zone A,135.77,97.7
2026-08-22,Grapes,Zone B,131.29,34.2
2026-08-22,Apple,Zone A,115.19,99.0
2026-08-22,Apple,Zone B,119.01,44.0
2026-08-22,Banana,Zone A,44.7,69.8
2026-08-22,Banana,Zone B,45.84,20.5
2026-08-22,Strawberry,Zone A,229.35,70.1
2026-08-22,Strawberry,Zone B,219.66,78.6
2026-08-23,Tomato,Zone A,24.27,38.8
2026-08-23,Tomato,Zone B,25.08,53.7
2026-08-23,Onion,Zone A,55.77,33.5
2026-08-23,Onion,Zone B,58.15,80.5
2026-08-23,Potato,Zone A,31.53,56.7
2026-08-23,Potato,Zone B,33.67,51.5
2026-08-23,Garlic,Zone A,215.74,87.8
2026-08-23,Garlic,Zone B,219.09,51.0
2026-08-23,Ginger,Zone A,111.57,52.0
2026-08-23,Ginger,Zone B,106.77,30.4
2026-08-23,Capsicum,Zone A,55.84,69.7
2026-08-23,Capsicum,Zone B,53.62,99.8
2026-08-23,Cauliflower,Zone A,39.43,88.5
2026-08-23,Cauliflower,Zone B,38.88,69.9
2026-08-23,Chilli,Zone A,70.26,73.0
2026-08-23,Chilli,Zone B,68.88,71.1
2026-08-23,Grapes,Zone A,129.47,98.0
2026-08-23,Grapes,Zone B,130.25,60.8
2026-08-23,Apple,Zone A,123.6,44.1
2026-08-23,Apple,Zone B,120.25,38.8
2026-08-23,Banana,Zone A,47.8,44.6
2026-08-23,Banana,Zone B,45.92,53.5
2026-08-23,Strawberry,Zone A,231.33,32.2
2026-08-23,Strawberry,Zone B,226.32,27.0
2026-08-24,Tomato,Zone A,26.02,40.2
2026-08-24,Tomato,Zone B,26.66,48.5
2026-08-24,Onion,Zone A,55.29,33.8
2026-08-24,Onion,Zone B,57.03,72.8
2026-08-24,Potato,Zone A,29.61,85.5
2026-08-24,Potato,Zone B,30.77,28.1
2026-08-24,Garlic,Zone A,206.61,35.6
2026-08-24,Garlic,Zone B,207.56,62.5
2026-08-24,Ginger,Zone A,107.39,73.5
2026-08-24,Ginger,Zone B,109.46,38.0
2026-08-24,Capsicum,Zone A,52.61,60.0
2026-08-24,Capsicum,Zone B,52.91,84.5
2026-08-24,Cauliflower,Zone A,38.93,42.2
2026-08-24,Cauliflower,Zone B,39.78,62.9
2026-08-24,Chilli,Zone A,73.61,89.3
2026-08-24,Chilli,Zone B,71.32,87.7
2026-08-24,Grapes,Zone A,150.16,34.5
2026-08-24,Grapes,Zone B,140.55,90.3
2026-08-24,Apple,Zone A,120.99,42.3
2026-08-24,Apple,Zone B,122.39,34.9
2026-08-24,Banana,Zone A,45.21,52.1
2026-08-24,Banana,Zone B,45.93,79.5
2026-08-24,Strawberry,Zone A,217.04,95.7
2026-08-24,Strawberry,Zone B,225.94,28.0
2026-08-25,Tomato,Zone A,26.69,50.8
2026-08-25,Tomato,Zone B,26.93,36.2
2026-08-25,Onion,Zone A,53.14,28.4
2026-08-25,Onion,Zone B,52.09,86.2
2026-08-25,Potato,Zone A,32.92,24.0
2026-08-25,Potato,Zone B,30.82,42.1
2026-08-25,Garlic,Zone A,209.06,93.5
2026-08-25,Garlic,Zone B,213.6,29.3
2026-08-25,Ginger,Zone A,107.03,79.8
2026-08-25,Ginger,Zone B,106.18,57.3
2026-08-25,Capsicum,Zone A,50.87,82.5
2026-08-25,Capsicum,Zone B,49.6,70.4
2026-08-25,Cauliflower,Zone A,38.09,80.8
2026-08-25,Cauliflower,Zone B,38.12,74.7
2026-08-25,Chilli,Zone A,71.44,24.1
2026-08-25,Chilli,Zone B,70.08,27.9
2026-08-25,Grapes,Zone A,144.65,70.9
2026-08-25,Grapes,Zone B,144.38,46.3
2026-08-25,Apple,Zone A,115.97,29.6
2026-08-25,Apple,Zone B,117.87,55.0
2026-08-25,Banana,Zone A,43.86,76.5
2026-08-25,Banana,Zone B,42.08,93.8
2026-08-25,Strawberry,Zone A,230.29,87.0
2026-08-25,Strawberry,Zone B,227.5,20.3
2026-08-26,Tomato,Zone A,23.49,80.8
2026-08-26,Tomato,Zone B,23.96,57.4
2026-08-26,Onion,Zone A,58.36,22.2
2026-08-26,Onion,Zone B,61.18,28.9
2026-08-26,Potato,Zone A,33.04,32.4
2026-08-26,Potato,Zone B,32.83,74.1
2026-08-26,Garlic,Zone A,213.63,99.0
2026-08-26,Garlic,Zone B,207.91,59.2
2026-08-26,Ginger,Zone A,103.12,47.1
2026-08-26,Ginger,Zone B,103.36,55.8
2026-08-26,Capsicum,Zone A,50.79,92.0
2026-08-26,Capsicum,Zone B,47.41,83.9
2026-08-26,Cauliflower,Zone A,38.31,77.3
2026-08-26,Cauliflower,Zone B,37.38,48.2
2026-08-26,Chilli,Zone A,72.79,21.2
2026-08-26,Chilli,Zone B,73.67,73.5
2026-08-26,Grapes,Zone A,136.12,30.8
2026-08-26,Grapes,Zone B,136.95,97.1
2026-08-26,Apple,Zone A,119.16,51.3
2026-08-26,Apple,Zone B,111.86,99.5
2026-08-26,Banana,Zone A,46.42,64.1
2026-08-26,Banana,Zone B,46.72,40.8
2026-08-26,Strawberry,Zone A,222.12,84.1
2026-08-26,Strawberry,Zone B,234.36,48.5
2026-08-27,Tomato,Zone A,25.12,39.7
2026-08-27,Tomato,Zone B,25.44,93.2
2026-08-27,Onion,Zone A,56.13,90.2
2026-08-27,Onion,Zone B,53.46,45.7
2026-08-27,Potato,Zone A,33.31,91.6
2026-08-27,Potato,Zone B,33.27,51.1
2026-08-27,Garlic,Zone A,190.44,37.4
2026-08-27,Garlic,Zone B,182.14,98.3
2026-08-27,Ginger,Zone A,122.13,81.3
2026-08-27,Ginger,Zone B,124.48,32.5
2026-08-27,Capsicum,Zone A,53.64,75.6
2026-08-27,Capsicum,Zone B,53.3,89.3
2026-08-27,Cauliflower,Zone A,37.33,88.4
2026-08-27,Cauliflower,Zone B,37.98,37.6
2026-08-27,Chilli,Zone A,65.46,79.1
2026-08-27,Chilli,Zone B,63.87,84.8
2026-08-27,Grapes,Zone A,142.29,38.3
2026-08-27,Grapes,Zone B,140.34,49.5
2026-08-27,Apple,Zone A,113.89,49.2
2026-08-27,Apple,Zone B,116.91,64.0
2026-08-27,Banana,Zone A,43.75,77.0
2026-08-27,Banana,Zone B,43.59,73.4
2026-08-27,Strawberry,Zone A,247.67,38.6
2026-08-27,Strawberry,Zone B,241.65,27.5
2026-08-28,Tomato,Zone A,24.93,90.4
2026-08-28,Tomato,Zone B,23.87,59.9
2026-08-28,Onion,Zone A,56.22,59.2
2026-08-28,Onion,Zone B,55.47,66.8
2026-08-28,Potato,Zone A,32.01,45.6
2026-08-28,Potato,Zone B,30.25,47.0
2026-08-28,Garlic,Zone A,214.71,28.9
2026-08-28,Garlic,Zone B,208.59,26.1
2026-08-28,Ginger,Zone A,111.52,84.6
2026-08-28,Ginger,Zone B,108.32,67.4
2026-08-28,Capsicum,Zone A,52.11,27.9
2026-08-28,Capsicum,Zone B,51.55,32.4
2026-08-28,Cauliflower,Zone A,40.07,81.0
2026-08-28,Cauliflower,Zone B,40.61,56.9
2026-08-28,Chilli,Zone A,65.13,32.3
2026-08-28,Chilli,Zone B,67.26,54.8
2026-08-28,Grapes,Zone A,148.34,81.7
2026-08-28,Grapes,Zone B,141.86,57.0
2026-08-28,Apple,Zone A,114.37,55.3
2026-08-28,Apple,Zone B,111.31,36.3
2026-08-28,Banana,Zone A,46.34,48.9
2026-08-28,Banana,Zone B,47.61,80.4
2026-08-28,Strawberry,Zone A,233.19,80.2
2026-08-28,Strawberry,Zone B,223.97,77.8
2026-08-29,Tomato,Zone A,23.84,44.6
2026-08-29,Tomato,Zone B,23.35,21.3
2026-08-29,Onion,Zone A,53.17,85.7
2026-08-29,Onion,Zone B,54.88,60.3
2026-08-29,Potato,Zone A,30.27,34.5
2026-08-29,Potato,Zone B,29.28,65.0
2026-08-29,Garlic,Zone A,198.85,51.6
2026-08-29,Garlic,Zone B,195.07,98.5
2026-08-29,Ginger,Zone A,116.58,61.3
2026-08-29,Ginger,Zone B,117.67,23.7
2026-08-29,Capsicum,Zone A,48.35,20.8
2026-08-29,Capsicum,Zone B,49.94,50.2
2026-08-29,Cauliflower,Zone A,35.68,25.4
2026-08-29,Cauliflower,Zone B,36.7,36.5
2026-08-29,Chilli,Zone A,68.19,97.4
2026-08-29,Chilli,Zone B,66.44,53.4
2026-08-29,Grapes,Zone A,130.62,37.4
2026-08-29,Grapes,Zone B,129.84,77.8
2026-08-29,Apple,Zone A,132.44,52.5
2026-08-29,Apple,Zone B,133.11,22.4
2026-08-29,Banana,Zone A,45.41,61.9
2026-08-29,Banana,Zone B,43.56,74.4
2026-08-29,Strawberry,Zone A,216.66,82.4
2026-08-29,Strawberry,Zone B,218.08,40.8
2026-08-30,Tomato,Zone A,23.46,62.0
2026-08-30,Tomato,Zone B,25.04,81.8
2026-08-30,Onion,Zone A,56.37,79.4
2026-08-30,Onion,Zone B,58.07,46.2
2026-08-30,Potato,Zone A,32.83,40.6
2026-08-30,Potato,Zone B,31.72,35.3
2026-08-30,Garlic,Zone A,202.07,56.0
2026-08-30,Garlic,Zone B,208.88,60.0
2026-08-30,Ginger,Zone A,119.37,47.1
2026-08-30,Ginger,Zone B,117.03,54.9
2026-08-30,Capsicum,Zone A,47.38,22.2
2026-08-30,Capsicum,Zone B,47.85,62.2
2026-08-30,Cauliflower,Zone A,34.48,36.8
2026-08-30,Cauliflower,Zone B,35.11,87.0
2026-08-30,Chilli,Zone A,66.66,24.8
2026-08-30,Chilli,Zone B,66.49,95.5
2026-08-30,Grapes,Zone A,125.62,80.9
2026-08-30,Grapes,Zone B,133.23,86.4
2026-08-30,Apple,Zone A,127.05,68.5
2026-08-30,Apple,Zone B,131.92,28.5
2026-08-30,Banana,Zone A,44.46,32.6
2026-08-30,Banana,Zone B,44.82,49.8
2026-08-30,Strawberry,Zone A,223.27,52.3
2026-08-30,Strawberry,Zone B,218.33,22.6
2026-08-31,Tomato,Zone A,22.95,54.0
2026-08-31,Tomato,Zone B,23.85,36.6
2026-08-31,Onion,Zone A,57.93,22.4
2026-08-31,Onion,Zone B,57.94,53.1
2026-08-31,Potato,Zone A,33.74,64.0
2026-08-31,Potato,Zone B,32.47,98.3
2026-08-31,Garlic,Zone A,195.27,41.5
2026-08-31,Garlic,Zone B,197.58,24.8
2026-08-31,Ginger,Zone A,116.67,56.0
2026-08-31,Ginger,Zone B,116.81,80.8
2026-08-31,Capsicum,Zone A,54.68,26.4
2026-08-31,Capsicum,Zone B,55.18,55.7
2026-08-31,Cauliflower,Zone A,40.39,74.8
2026-08-31,Cauliflower,Zone B,40.55,43.3
2026-08-31,Chilli,Zone A,63.78,86.8
2026-08-31,Chilli,Zone B,63.77,93.3
2026-08-31,Grapes,Zone A,131.81,29.1
2026-08-31,Grapes,Zone B,138.11,32.8
2026-08-31,Apple,Zone A,118.23,98.3
2026-08-31,Apple,Zone B,122.72,20.4
2026-08-31,Banana,Zone A,43.97,79.3
2026-08-31,Banana,Zone B,44.65,46.0
2026-08-31,Strawberry,Zone A,215.57,69.3
2026-08-31,Strawberry,Zone B,211.08,98.9
2026-09-01,Tomato,Zone A,24.69,37.5
2026-09-01,Tomato,Zone B,24.5,30.2
2026-09-01,Onion,Zone A,60.34,59.5
2026-09-01,Onion,Zone B,58.25,27.0
2026-09-01,Potato,Zone A,32.21,51.0
2026-09-01,Potato,Zone B,32.82,23.8
2026-09-01,Garlic,Zone A,216.29,54.3
2026-09-01,Garlic,Zone B,208.75,54.4
2026-09-01,Ginger,Zone A,110.12,46.5
2026-09-01,Ginger,Zone B,108.14,89.0
2026-09-01,Capsicum,Zone A,39.58,98.2
2026-09-01,Capsicum,Zone B,40.5,41.2
2026-09-01,Cauliflower,Zone A,39.26,21.9
2026-09-01,Cauliflower,Zone B,39.69,60.5
2026-09-01,Chilli,Zone A,54.38,20.2
2026-09-01,Chilli,Zone B,56.35,99.5
2026-09-01,Grapes,Zone A,147.04,21.7
2026-09-01,Grapes,Zone B,137.87,20.8
2026-09-01,Apple,Zone A,124.5,96.8
2026-09-01,Apple,Zone B,132.13,67.6
2026-09-01,Banana,Zone A,44.44,92.3
2026-09-01,Banana,Zone B,44.46,95.6
2026-09-01,Strawberry,Zone A,233.76,22.6
2026-09-01,Strawberry,Zone B,234.15,65.8
2026-09-02,Tomato,Zone A,22.63,91.9
2026-09-02,Tomato,Zone B,22.86,35.4
2026-09-02,Onion,Zone A,51.49,33.4
2026-09-02,Onion,Zone B,53.0,23.3
2026-09-02,Potato,Zone A,33.86,84.4
2026-09-02,Potato,Zone B,32.39,97.9
2026-09-02,Garlic,Zone A,193.41,38.1
2026-09-02,Garlic,Zone B,185.2,46.3
2026-09-02,Ginger,Zone A,120.12,38.1
2026-09-02,Ginger,Zone B,115.54,60.3
2026-09-02,Capsicum,Zone A,40.41,75.6
2026-09-02,Capsicum,Zone B,39.28,35.5
2026-09-02,Cauliflower,Zone A,38.19,33.0
2026-09-02,Cauliflower,Zone B,40.25,51.5
2026-09-02,Chilli,Zone A,52.84,20.6
2026-09-02,Chilli,Zone B,53.31,47.7
